1, -3.187800, 55.944400, 10, -3.187505, 55.944452, null
2, -3.187505, 55.944452, 10, -3.187209, 55.944504, only.fairly.rift
3, -3.187209, 55.944504, 10, -3.186914, 55.944556, artist.gets.react
4, -3.186914, 55.944556, 40, -3.186684, 55.944749, null
5, -3.186684, 55.944749, 20, -3.186402, 55.944852, laws.merit.bleak
6, -3.186402, 55.944852, 130, -3.186595, 55.945082, null
7, -3.186595, 55.945082, 130, -3.186788, 55.945311, spent.spoon.bolt
8, -3.186788, 55.945311, 140, -3.187017, 55.945504, null
9, -3.187017, 55.945504, 150, -3.187277, 55.945654, diner.leaves.mutual
10, -3.187277, 55.945654, 190, -3.187573, 55.945602, null
11, -3.187573, 55.945602, 190, -3.187868, 55.945550, null
12, -3.187868, 55.945550, 180, -3.188168, 55.945550, skills.less.herb
13, -3.188168, 55.945550, 190, -3.188464, 55.945498, null
14, -3.188464, 55.945498, 190, -3.188759, 55.945446, shady.soft.phones
15, -3.188759, 55.945446, 280, -3.188707, 55.945150, rooms.lamp.teach
16, -3.188707, 55.945150, 190, -3.189002, 55.945098, number.exist.rate
17, -3.189002, 55.945098, 120, -3.189152, 55.945358, null
18, -3.189152, 55.945358, 120, -3.189302, 55.945618, museum.spicy.horns
19, -3.189302, 55.945618, 100, -3.189354, 55.945913, coherent.saints.stuck
20, -3.189354, 55.945913, 170, -3.189650, 55.945965, null
21, -3.189650, 55.945965, 170, -3.189945, 55.946018, love.behind.orchestra
22, -3.189945, 55.946018, 180, -3.190245, 55.946018, null
23, -3.190245, 55.946018, 180, -3.190545, 55.946018, null
24, -3.190545, 55.946018, 180, -3.190845, 55.946018, null
25, -3.190845, 55.946018, 190, -3.191141, 55.945965, simple.rust.audio
26, -3.191141, 55.945965, 240, -3.191291, 55.945706, null
27, -3.191291, 55.945706, 240, -3.191441, 55.945446, null
28, -3.191441, 55.945446, 240, -3.191591, 55.945186, hills.feels.tunes
29, -3.191591, 55.945186, 190, -3.191886, 55.945134, null
30, -3.191886, 55.945134, 180, -3.192186, 55.945134, useful.hike.trades
31, -3.192186, 55.945134, 320, -3.191956, 55.944941, null
