1, -3.187800, 55.944400, 300, -3.187650, 55.944140, bound.ends.matter
2, -3.187650, 55.944140, 300, -3.187500, 55.943880, null
3, -3.187500, 55.943880, 300, -3.187350, 55.943621, shut.stands.media
4, -3.187350, 55.943621, 50, -3.187157, 55.943850, renew.ears.tend
5, -3.187157, 55.943850, 60, -3.187007, 55.944110, null
6, -3.187007, 55.944110, 300, -3.186857, 55.943850, null
7, -3.186857, 55.943850, 10, -3.186562, 55.943902, null
8, -3.186562, 55.943902, 360, -3.186262, 55.943902, null
9, -3.186262, 55.943902, 360, -3.185962, 55.943902, teams.mild.played
10, -3.185962, 55.943902, 10, -3.185666, 55.943955, manliness.poem.cliff
11, -3.185666, 55.943955, 140, -3.185896, 55.944147, null
12, -3.185896, 55.944147, 130, -3.186089, 55.944377, null
13, -3.186089, 55.944377, 140, -3.186319, 55.944570, rated.fired.crowds
14, -3.186319, 55.944570, 140, -3.186549, 55.944763, null
15, -3.186549, 55.944763, 220, -3.186778, 55.944570, artist.gets.react
16, -3.186778, 55.944570, 160, -3.187060, 55.944673, null
17, -3.187060, 55.944673, 10, -3.186765, 55.944725, null
18, -3.186765, 55.944725, 20, -3.186483, 55.944827, null
19, -3.186483, 55.944827, 60, -3.186333, 55.945087, null
20, -3.186333, 55.945087, 60, -3.186183, 55.945347, null
21, -3.186183, 55.945347, 60, -3.186033, 55.945607, null
22, -3.186033, 55.945607, 60, -3.185883, 55.945867, renew.slows.basket
23, -3.185883, 55.945867, 30, -3.185623, 55.946017, null
24, -3.185623, 55.946017, 20, -3.185341, 55.946119, prime.rent.silk
25, -3.185341, 55.946119, 320, -3.185111, 55.945926, rider.aura.bulb
26, -3.185111, 55.945926, 310, -3.184919, 55.945697, null
27, -3.184919, 55.945697, 320, -3.184689, 55.945504, null
28, -3.184689, 55.945504, 310, -3.184496, 55.945274, settle.title.united
29, -3.184496, 55.945274, 250, -3.184599, 55.944992, null
30, -3.184599, 55.944992, 250, -3.184701, 55.944710, null
