1, -3.187800, 55.944400, 300, -3.187650, 55.944140, bound.ends.matter
2, -3.187650, 55.944140, 300, -3.187500, 55.943880, begins.spider.drips
3, -3.187500, 55.943880, 10, -3.187205, 55.943932, renew.ears.tend
4, -3.187205, 55.943932, 60, -3.187055, 55.944192, null
5, -3.187055, 55.944192, 300, -3.186905, 55.943932, null
6, -3.186905, 55.943932, 10, -3.186609, 55.943985, null
7, -3.186609, 55.943985, 10, -3.186314, 55.944037, null
8, -3.186314, 55.944037, 50, -3.186121, 55.944266, organs.shape.fantastic
9, -3.186121, 55.944266, 10, -3.185825, 55.944319, null
10, -3.185825, 55.944319, 20, -3.185543, 55.944421, null
11, -3.185543, 55.944421, 30, -3.185284, 55.944571, acid.chair.butter
12, -3.185284, 55.944571, 280, -3.185232, 55.944276, null
13, -3.185232, 55.944276, 280, -3.185179, 55.943980, null
14, -3.185179, 55.943980, 280, -3.185127, 55.943685, hello.love.keys
15, -3.185127, 55.943685, 20, -3.184845, 55.943787, null
16, -3.184845, 55.943787, 30, -3.184586, 55.943937, rider.mile.lime
17, -3.184586, 55.943937, 80, -3.184534, 55.944233, null
18, -3.184534, 55.944233, 90, -3.184534, 55.944533, null
19, -3.184534, 55.944533, 80, -3.184481, 55.944828, sports.topic.clocks
20, -3.184481, 55.944828, 90, -3.184481, 55.945128, settle.title.united
21, -3.184481, 55.945128, 130, -3.184674, 55.945358, null
22, -3.184674, 55.945358, 130, -3.184867, 55.945588, null
23, -3.184867, 55.945588, 120, -3.185017, 55.945848, rider.aura.bulb
24, -3.185017, 55.945848, 140, -3.185247, 55.946041, prime.rent.silk
25, -3.185247, 55.946041, 180, -3.185547, 55.946041, null
26, -3.185547, 55.946041, 180, -3.185847, 55.946041, renew.slows.basket
27, -3.185847, 55.946041, 240, -3.185997, 55.945781, null
28, -3.185997, 55.945781, 240, -3.186147, 55.945521, null
29, -3.186147, 55.945521, 240, -3.186297, 55.945261, null
30, -3.186297, 55.945261, 230, -3.186490, 55.945031, laws.merit.bleak
31, -3.186490, 55.945031, 290, -3.186387, 55.944749, rated.fired.crowds
32, -3.186387, 55.944749, 200, -3.186669, 55.944647, artist.gets.react
33, -3.186669, 55.944647, 190, -3.186965, 55.944595, null
34, -3.186965, 55.944595, 190, -3.187260, 55.944543, null
35, -3.187260, 55.944543, 300, -3.187110, 55.944283, null
36, -3.187110, 55.944283, 240, -3.187260, 55.944023, null
37, -3.187260, 55.944023, 230, -3.187453, 55.943793, null
38, -3.187453, 55.943793, 240, -3.187603, 55.943533, null
