1, -3.187800, 55.944400, 110, -3.187903, 55.944682, hurt.green.filer
2, -3.187903, 55.944682, 240, -3.188053, 55.944422, null
3, -3.188053, 55.944422, 240, -3.188203, 55.944162, rush.crown.link
4, -3.188203, 55.944162, 290, -3.188100, 55.943880, null
5, -3.188100, 55.943880, 290, -3.187997, 55.943598, scare.cubs.resort
6, -3.187997, 55.943598, 0, -3.187697, 55.943598, null
7, -3.187697, 55.943598, 0, -3.187397, 55.943598, shut.stands.media
8, -3.187397, 55.943598, 310, -3.187205, 55.943369, scale.chair.kinds
9, -3.187205, 55.943369, 230, -3.187397, 55.943139, null
10, -3.187397, 55.943139, 230, -3.187590, 55.942909, panic.squad.danger
11, -3.187590, 55.942909, 140, -3.187820, 55.943102, null
12, -3.187820, 55.943102, 140, -3.188050, 55.943295, null
13, -3.188050, 55.943295, 150, -3.188310, 55.943445, null
14, -3.188310, 55.943445, 140, -3.188539, 55.943638, null
15, -3.188539, 55.943638, 140, -3.188769, 55.943830, null
16, -3.188769, 55.943830, 150, -3.189029, 55.943980, noted.friday.jams
17, -3.189029, 55.943980, 120, -3.189179, 55.944240, spoon.invest.every
18, -3.189179, 55.944240, 220, -3.189409, 55.944047, null
19, -3.189409, 55.944047, 230, -3.189602, 55.943818, burn.spot.across
20, -3.189602, 55.943818, 130, -3.189795, 55.944047, cliff.asleep.wedge
21, -3.189795, 55.944047, 210, -3.190054, 55.943897, null
22, -3.190054, 55.943897, 220, -3.190284, 55.943705, sculpture.shot.melon
23, -3.190284, 55.943705, 290, -3.190182, 55.943423, arts.dish.scarcely
24, -3.190182, 55.943423, 210, -3.190441, 55.943273, null
25, -3.190441, 55.943273, 210, -3.190701, 55.943123, relate.chill.vest
26, -3.190701, 55.943123, 190, -3.190997, 55.943071, else.urban.museum
27, -3.190997, 55.943071, 120, -3.191147, 55.943330, meal.feed.large
28, -3.191147, 55.943330, 40, -3.190917, 55.943523, null
29, -3.190917, 55.943523, 40, -3.190687, 55.943716, null
30, -3.190687, 55.943716, 40, -3.190457, 55.943909, null
31, -3.190457, 55.943909, 40, -3.190227, 55.944102, null
32, -3.190227, 55.944102, 40, -3.189998, 55.944295, null
33, -3.189998, 55.944295, 30, -3.189738, 55.944445, null
34, -3.189738, 55.944445, 40, -3.189508, 55.944637, null
35, -3.189508, 55.944637, 30, -3.189248, 55.944787, null
36, -3.189248, 55.944787, 40, -3.189018, 55.944980, null
37, -3.189018, 55.944980, 30, -3.188759, 55.945130, rooms.lamp.teach
38, -3.188759, 55.945130, 100, -3.188811, 55.945426, shady.soft.phones
39, -3.188811, 55.945426, 10, -3.188515, 55.945478, null
40, -3.188515, 55.945478, 10, -3.188220, 55.945530, skills.less.herb
41, -3.188220, 55.945530, 30, -3.187960, 55.945680, null
42, -3.187960, 55.945680, 30, -3.187700, 55.945830, null
43, -3.187700, 55.945830, 20, -3.187418, 55.945932, slips.mass.baking
44, -3.187418, 55.945932, 320, -3.187188, 55.945740, null
45, -3.187188, 55.945740, 310, -3.186996, 55.945510, spent.spoon.bolt
46, -3.186996, 55.945510, 30, -3.186736, 55.945660, hidden.handle.softly
47, -3.186736, 55.945660, 290, -3.186633, 55.945378, null
48, -3.186633, 55.945378, 290, -3.186531, 55.945096, null
49, -3.186531, 55.945096, 290, -3.186428, 55.944814, rated.fired.crowds
