1, -3.187800, 55.944400, 300, -3.187650, 55.944140, bound.ends.matter
2, -3.187650, 55.944140, 190, -3.187945, 55.944088, null
3, -3.187945, 55.944088, 180, -3.188245, 55.944088, rush.crown.link
4, -3.188245, 55.944088, 290, -3.188143, 55.943806, null
5, -3.188143, 55.943806, 300, -3.187993, 55.943546, scare.cubs.resort
6, -3.187993, 55.943546, 190, -3.188288, 55.943494, null
7, -3.188288, 55.943494, 190, -3.188584, 55.943442, system.speak.guard
8, -3.188584, 55.943442, 270, -3.188584, 55.943142, groups.ideas.script
9, -3.188584, 55.943142, 190, -3.188879, 55.943090, null
10, -3.188879, 55.943090, 190, -3.189175, 55.943038, region.passes.pencil
11, -3.189175, 55.943038, 130, -3.189367, 55.943268, rents.cone.stove
12, -3.189367, 55.943268, 110, -3.189470, 55.943550, null
13, -3.189470, 55.943550, 120, -3.189620, 55.943810, burn.spot.across
14, -3.189620, 55.943810, 120, -3.189770, 55.944069, cliff.asleep.wedge
15, -3.189770, 55.944069, 210, -3.190030, 55.943919, null
16, -3.190030, 55.943919, 220, -3.190260, 55.943727, sculpture.shot.melon
17, -3.190260, 55.943727, 290, -3.190157, 55.943445, null
18, -3.190157, 55.943445, 300, -3.190007, 55.943185, null
19, -3.190007, 55.943185, 290, -3.189904, 55.942903, second.launch.miles
20, -3.189904, 55.942903, 300, -3.189754, 55.942643, hooked.shine.third
21, -3.189754, 55.942643, 160, -3.190036, 55.942746, null
22, -3.190036, 55.942746, 150, -3.190296, 55.942896, null
23, -3.190296, 55.942896, 150, -3.190556, 55.943046, null
24, -3.190556, 55.943046, 150, -3.190816, 55.943196, null
25, -3.190816, 55.943196, 150, -3.191076, 55.943346, meal.feed.large
26, -3.191076, 55.943346, 90, -3.191076, 55.943646, null
27, -3.191076, 55.943646, 90, -3.191076, 55.943946, null
28, -3.191076, 55.943946, 100, -3.191128, 55.944241, hills.giant.crate
29, -3.191128, 55.944241, 80, -3.191076, 55.944537, estate.gave.votes
30, -3.191076, 55.944537, 80, -3.191024, 55.944832, shapes.sheep.nature
31, -3.191024, 55.944832, 30, -3.190764, 55.944982, null
32, -3.190764, 55.944982, 30, -3.190504, 55.945132, null
33, -3.190504, 55.945132, 30, -3.190244, 55.945282, null
34, -3.190244, 55.945282, 30, -3.189984, 55.945432, turkey.limit.ramp
35, -3.189984, 55.945432, 90, -3.189984, 55.945732, null
36, -3.189984, 55.945732, 90, -3.189984, 55.946032, love.behind.orchestra
37, -3.189984, 55.946032, 350, -3.189689, 55.945980, null
38, -3.189689, 55.945980, 350, -3.189393, 55.945928, coherent.saints.stuck
39, -3.189393, 55.945928, 340, -3.189111, 55.945825, null
40, -3.189111, 55.945825, 330, -3.188852, 55.945675, stops.else.chats
41, -3.188852, 55.945675, 360, -3.188552, 55.945675, null
42, -3.188552, 55.945675, 360, -3.188252, 55.945675, null
43, -3.188252, 55.945675, 360, -3.187952, 55.945675, null
44, -3.187952, 55.945675, 360, -3.187652, 55.945675, null
45, -3.187652, 55.945675, 360, -3.187352, 55.945675, diner.leaves.mutual
46, -3.187352, 55.945675, 200, -3.187634, 55.945573, null
47, -3.187634, 55.945573, 190, -3.187929, 55.945521, null
48, -3.187929, 55.945521, 190, -3.188224, 55.945468, null
49, -3.188224, 55.945468, 250, -3.188327, 55.945187, null
50, -3.188327, 55.945187, 240, -3.188477, 55.944927, null
51, -3.188477, 55.944927, 250, -3.188580, 55.944645, null
52, -3.188580, 55.944645, 240, -3.188730, 55.944385, null
53, -3.188730, 55.944385, 250, -3.188832, 55.944103, null
54, -3.188832, 55.944103, 240, -3.188982, 55.943843, noted.friday.jams
55, -3.188982, 55.943843, 330, -3.188722, 55.943693, null
56, -3.188722, 55.943693, 330, -3.188463, 55.943543, null
57, -3.188463, 55.943543, 330, -3.188203, 55.943393, null
58, -3.188203, 55.943393, 330, -3.187943, 55.943243, null
59, -3.187943, 55.943243, 330, -3.187683, 55.943093, null
60, -3.187683, 55.943093, 330, -3.187423, 55.942943, null
61, -3.187423, 55.942943, 330, -3.187164, 55.942793, null
62, -3.187164, 55.942793, 330, -3.186904, 55.942643, strut.river.surely
63, -3.186904, 55.942643, 20, -3.186622, 55.942746, null
64, -3.186622, 55.942746, 20, -3.186340, 55.942848, null
65, -3.186340, 55.942848, 20, -3.186058, 55.942951, null
66, -3.186058, 55.942951, 20, -3.185776, 55.943054, toned.deflection.bland
67, -3.185776, 55.943054, 320, -3.185546, 55.942861, dent.shins.cycle
68, -3.185546, 55.942861, 110, -3.185649, 55.943143, null
69, -3.185649, 55.943143, 110, -3.185752, 55.943425, record.sofa.sock
70, -3.185752, 55.943425, 120, -3.185902, 55.943684, null
71, -3.185902, 55.943684, 120, -3.186052, 55.943944, teams.mild.played
72, -3.186052, 55.943944, 100, -3.186104, 55.944240, organs.shape.fantastic
73, -3.186104, 55.944240, 120, -3.186254, 55.944500, null
74, -3.186254, 55.944500, 130, -3.186447, 55.944729, rated.fired.crowds
75, -3.186447, 55.944729, 170, -3.186742, 55.944781, null
76, -3.186742, 55.944781, 20, -3.186460, 55.944884, null
77, -3.186460, 55.944884, 130, -3.186653, 55.945114, null
78, -3.186653, 55.945114, 20, -3.186371, 55.945216, null
79, -3.186371, 55.945216, 260, -3.186423, 55.944921, null
80, -3.186423, 55.944921, 260, -3.186475, 55.944626, null
81, -3.186475, 55.944626, 170, -3.186771, 55.944678, null
82, -3.186771, 55.944678, 190, -3.187066, 55.944626, null
83, -3.187066, 55.944626, 190, -3.187361, 55.944573, null
84, -3.187361, 55.944573, 300, -3.187211, 55.944314, null
85, -3.187211, 55.944314, 300, -3.187061, 55.944054, null
86, -3.187061, 55.944054, 300, -3.186911, 55.943794, null
87, -3.186911, 55.943794, 40, -3.186682, 55.943987, lime.learns.front
88, -3.186682, 55.943987, 360, -3.186382, 55.943987, null
89, -3.186382, 55.943987, 360, -3.186082, 55.943987, null
90, -3.186082, 55.943987, 360, -3.185782, 55.943987, null
91, -3.185782, 55.943987, 360, -3.185482, 55.943987, manliness.poem.cliff
92, -3.185482, 55.943987, 50, -3.185289, 55.944217, null
93, -3.185289, 55.944217, 50, -3.185096, 55.944447, null
94, -3.185096, 55.944447, 60, -3.184946, 55.944706, slide.leads.stores
